title,url,category
White House actively working to answer how Rubio will balance 2 top national security roles,https://edition.cnn.com/2025/05/02/politics/rubio-national-security-state,Politics
"Trump budget proposes $1 trillion for defense, slashes education, foreign aid, environment, health and public assistance",https://edition.cnn.com/2025/05/02/politics/trump-budget-proposal-defense-spending,Politics
Trump brings DOGE fight over access to Social Security data to Supreme Court,https://edition.cnn.com/2025/05/02/politics/doge-fight-social-security-data-supreme-court,Politics
Rubio and German Foreign Ministry spar on X over comments accusing Germany of ‘tyranny in disguise’,https://edition.cnn.com/2025/05/02/politics/marco-rubio-germany-foreign-ministry-spat,Politics
House Republicans wrestle with how to make $1.5 trillion in cuts,https://edition.cnn.com/2025/05/02/politics/house-republicans-cuts-trump,Politics
CNN experts answer your top questions about Trump’s first 100 days,https://edition.cnn.com/2025/04/24/politics/your-questions-about-trumps-first-100-days,Politics
Fact check: Trump keeps making up gas prices,https://edition.cnn.com/2025/05/02/politics/gas-prices-trump-fact-check,Politics
Trump-appointed judge says president’s use of Alien Enemies Act is unlawful in first-of-its-kind ruling,https://edition.cnn.com/2025/05/01/politics/alien-enemies-act-trump-rodriguez-ruling,Politics
Tennessee authorities release video of Abrego Garcia at a traffic stop that officials have used to paint him as a criminal,https://edition.cnn.com/2025/05/02/politics/tennessee-abrego-garcia-traffic-stop,Politics
Skechers is going private during the middle of a trade war,https://edition.cnn.com/2025/05/05/business/skechers-shoes-3g-capital,Business
"The clock is ticking down to zero, and Trump needs a trade deal — badly",https://edition.cnn.com/2025/05/05/business/trade-war-deal-trump,Business
Europe unveils $567 million push to attract researchers as French president decries US ‘mistake’ over science policy,https://edition.cnn.com/2025/05/05/business/europe-france-science-policy-intl,Business
Skechers is going private during the middle of a trade war,https://edition.cnn.com/2025/05/05/business/skechers-shoes-3g-capital,Business
"The clock is ticking down to zero, and Trump needs a trade deal — badly",https://edition.cnn.com/2025/05/05/business/trade-war-deal-trump,Business
Federal student loans are due again. A record percentage of borrowers are seriously delinquent,https://edition.cnn.com/2025/05/05/business/student-debt-collections-delinquent,Business
"Warren Buffett delivered more than a 5,000,000% return to investors. This guy is going to replace him",https://edition.cnn.com/2025/05/05/business/greg-abel-berkshire-buffett,Business
Municipal bond yields offer attractive returns for individual investors. Could Congress kill their tax advantage?,https://edition.cnn.com/2025/05/05/business/municipal-bond-yields-tax-advantage,Business
